0x0d0707963952f2fba59dd06f2b425ace40b492fe,Gate.io 1,"38,115.41655341 Ether","2,632,129"
0x32be343b94f860124dc4fee278fdcbd38c102d88,Poloniex 1,1.62815701 Ether,"2,568,371"
0x2b5634c42055806a59e9107ed44d43c426e58258,KuCoin 1,"9,861.86773979 Ether","2,352,929"
0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,ShapeShift 3,"2,252.98455077 Ether","2,280,240"
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,Yobit.net,"44,562.30744734 Ether","2,220,451"
