from_address, entity, balance, txcount
0x6b59210ade46b62b25e82e95ab390a7ccadd4c3a,Bitberry,"2,107.62","137,898"
0xa9c7d31bb1879bff8be25ead2f59b310a52b7c5a,Cobo,0.06711027,"61,107"
0x4fed1fc4144c223ae3c1553be203cdfcbd38c581,Cryptonator,238.8591378,"1,042,505"
0x7ed1e469fcb3ee19c0366d829e291451be638e59,Freewallet,50.94186148,"1,016,851"
0x28c9386ebab8d52ead4a327e6423316435b2d4fc,RenrenBit,"2,857.55",920
