from_address,nonce,life_avg,max_rev
0x28c9386ebab8d52ead4a327e6423316435b2d4fc,187,160354.1170212766,187
0x4fed1fc4144c223ae3c1553be203cdfcbd38c581,134318,420.57897244619153,134318
0x6b59210ade46b62b25e82e95ab390a7ccadd4c3a,115884,459.35316046080163,115884
0x7ed1e469fcb3ee19c0366d829e291451be638e59,404558,320.33369669195343,404558
0xa9c7d31bb1879bff8be25ead2f59b310a52b7c5a,34274,2032.900598103574,34274
