from_address,total_txfees USD,total_txfees ETH
0x28c9386ebab8d52ead4a327e6423316435b2d4fc,0.925501727,194.3553627
0x4fed1fc4144c223ae3c1553be203cdfcbd38c581,143.9301598,30225.33357
0x6b59210ade46b62b25e82e95ab390a7ccadd4c3a,713.0937457,149749.6866
0x7ed1e469fcb3ee19c0366d829e291451be638e59,407.4745423,85569.65389
0xa9c7d31bb1879bff8be25ead2f59b310a52b7c5a,23.87005728,5012.712028
